Sample_ID,Day,VBat_Min_V,VBat_Max_V,Ah_Charge_Ah,Ah_Load_Ah,VPv_Max_V,IPv_Max_A,SOC_Pct,Temp_Max_C,Temp_Min_C,Night_Min,Fault_Label
Sample_1,29,13.0,14.1,17.1,16.7,8.5,3.0,66.0,49,33,610,F-06a Battery End of Life / Accelerated Degradation
Sample_1,30,13.0,13.3,0.3,16.4,7.5,1.0,66.0,40,34,610,F-06a Battery End of Life / Accelerated Degradation
Sample_3,1,13.0,14.1,17.2,17.0,9.0,3.0,66.0,45,32,610,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,2,13.0,14.1,16.9,16.7,9.0,3.0,66.0,46,34,610,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,3,13.0,14.1,16.9,16.7,9.0,3.5,66.0,46,33,610,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,4,13.0,14.1,16.9,16.7,9.0,3.5,66.0,48,34,610,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,5,13.0,14.1,16.8,16.6,9.0,2.5,66.0,48,33,610,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,6,13.0,14.1,17.0,16.8,9.0,2.5,66.0,46,32,610,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,7,13.0,14.1,17.0,16.8,9.0,3.0,66.0,44,32,610,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,8,13.0,14.1,17.1,16.9,9.0,2.5,66.0,46,32,610,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,9,13.0,14.1,17.1,17.0,9.0,3.0,66.0,50,33,610,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,10,13.0,14.1,17.3,17.1,9.0,2.5,66.0,48,32,610,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,11,13.0,14.1,17.3,17.1,9.0,3.0,66.0,48,32,610,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,12,13.0,14.1,17.3,17.1,9.0,2.5,66.0,47,32,610,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,13,13.0,14.1,17.6,17.4,9.0,2.5,66.0,48,34,620,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,14,13.0,13.4,0.8,16.8,8.0,1.5,66.0,40,35,620,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,15,13.0,13.2,0.0,5.1,5.5,0.0,59.4,48,39,400,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,16,10.9,13.1,0.0,37.5,1.5,0.0,0.0,48,29,400,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,17,11.7,11.8,0.0,0.0,3.5,0.0,0.0,46,29,550,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,18,11.7,11.8,0.0,0.0,3.0,0.0,0.0,46,30,600,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,19,11.6,11.7,0.0,0.0,3.5,0.0,0.0,46,30,640,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,20,11.5,11.6,0.0,0.0,3.5,0.0,0.0,47,30,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,21,11.4,11.6,0.0,0.0,3.0,0.0,0.0,47,29,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,22,11.3,11.5,0.0,0.0,3.5,0.0,0.0,47,28,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,23,11.2,11.4,0.0,0.0,4.5,0.0,0.0,46,30,660,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,24,11.1,11.3,0.0,0.0,4.5,0.0,0.0,44,29,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,25,10.9,11.1,0.0,0.0,4.0,0.0,0.0,45,28,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,26,10.7,10.9,0.0,0.0,4.0,0.0,0.0,44,29,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,27,10.4,10.7,0.0,0.0,4.0,0.0,0.0,45,29,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,28,10.1,13.3,25.9,0.9,9.0,3.5,0.0,46,28,660,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,29,12.9,13.4,28.4,8.7,9.0,3.0,26.4,45,28,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_3,30,13.0,13.5,17.4,13.9,9.0,3.0,52.8,47,29,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_4,1,12.9,14.1,17.6,17.3,9.0,4.0,66.0,36,25,640,F-06a Battery End of Life / Accelerated Degradation
Sample_4,2,12.9,14.1,18.2,17.9,9.5,3.0,66.0,42,25,640,F-06a Battery End of Life / Accelerated Degradation
Sample_4,3,12.9,14.1,18.5,18.2,9.0,3.5,66.0,41,26,640,F-06a Battery End of Life / Accelerated Degradation
Sample_4,4,12.9,14.1,18.9,18.6,9.5,3.0,66.0,41,27,650,F-06a Battery End of Life / Accelerated Degradation
Sample_4,5,12.9,13.5,17.0,19.1,9.0,3.5,66.0,40,25,650,F-06a Battery End of Life / Accelerated Degradation
Sample_4,6,12.8,14.1,20.9,18.1,9.5,3.5,59.4,38,25,650,F-06a Battery End of Life / Accelerated Degradation
Sample_4,7,12.9,14.1,18.6,18.2,9.0,4.0,66.0,40,26,650,F-06a Battery End of Life / Accelerated Degradation
Sample_4,8,12.9,13.6,18.4,18.4,9.0,4.0,66.0,43,26,650,F-06a Battery End of Life / Accelerated Degradation
Sample_4,9,12.8,14.3,16.1,17.7,9.0,3.0,66.0,39,25,650,F-06a Battery End of Life / Accelerated Degradation
Sample_4,10,12.8,13.6,20.7,18.3,9.0,4.0,59.4,36,25,650,F-06a Battery End of Life / Accelerated Degradation
Sample_4,11,12.9,13.5,15.5,18.1,9.0,3.0,66.0,37,26,650,F-06a Battery End of Life / Accelerated Degradation
Sample_4,12,12.8,13.6,18.8,19.0,9.0,3.5,59.4,39,25,660,F-06a Battery End of Life / Accelerated Degradation
Sample_4,13,12.8,13.5,16.0,18.5,9.5,3.5,59.4,37,24,660,F-06a Battery End of Life / Accelerated Degradation
Sample_4,14,6.2,8.4,0.0,0.0,0.0,0.0,0.0,26,25,720,F-06a Battery End of Life / Accelerated Degradation
Sample_4,15,6.1,14.5,0.0,1.3,9.5,1.0,0.0,44,24,720,F-06a Battery End of Life / Accelerated Degradation
Sample_4,16,6.4,8.8,0.0,0.0,0.0,0.0,0.0,27,27,720,F-06a Battery End of Life / Accelerated Degradation
Sample_4,17,6.4,8.8,0.0,0.0,0.0,0.0,0.0,27,26,720,F-06a Battery End of Life / Accelerated Degradation
Sample_4,18,6.0,14.1,4.2,1.3,9.0,3.0,0.0,41,24,720,F-06a Battery End of Life / Accelerated Degradation
Sample_4,19,6.2,7.6,0.0,0.0,0.0,0.0,0.0,29,29,720,F-06a Battery End of Life / Accelerated Degradation
Sample_4,20,6.7,8.5,0.0,0.0,0.0,0.0,0.0,29,29,720,F-06a Battery End of Life / Accelerated Degradation
Sample_4,21,6.3,8.5,0.0,0.0,0.0,0.0,0.0,29,29,720,F-06a Battery End of Life / Accelerated Degradation
Sample_4,22,6.0,14.5,0.0,0.0,9.5,0.0,0.0,43,25,720,F-06a Battery End of Life / Accelerated Degradation
Sample_4,23,6.1,9.7,0.0,0.0,0.0,0.0,0.0,33,32,720,F-06a Battery End of Life / Accelerated Degradation
Sample_4,24,8.8,14.3,1.6,0.0,9.0,3.0,0.0,42,25,610,F-06a Battery End of Life / Accelerated Degradation
Sample_4,25,6.1,14.6,16.4,0.0,9.0,4.5,0.0,44,26,620,F-06a Battery End of Life / Accelerated Degradation
Sample_4,26,6.1,14.5,1.9,0.0,9.0,0.0,0.0,43,27,630,F-06a Battery End of Life / Accelerated Degradation
Sample_4,27,7.0,8.6,0.0,0.0,1.0,0.0,0.0,33,33,720,F-06a Battery End of Life / Accelerated Degradation
Sample_4,28,6.1,14.4,0.3,0.0,9.5,0.0,0.0,42,25,720,F-06a Battery End of Life / Accelerated Degradation
Sample_4,29,6.1,14.4,0.4,1.4,9.5,1.5,0.0,43,25,640,F-06a Battery End of Life / Accelerated Degradation
Sample_4,30,13.2,13.3,0.0,0.0,0.0,0.0,0.0,26,26,720,F-06a Battery End of Life / Accelerated Degradation
Sample_5,1,13.0,14.1,17.1,16.7,9.0,3.0,66.0,44,31,630,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,2,13.0,14.1,17.2,16.8,9.0,3.0,66.0,45,31,630,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,3,13.0,14.1,17.4,17.0,9.0,3.0,66.0,46,31,630,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,4,13.0,14.1,17.1,16.7,9.0,3.0,66.0,47,30,630,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,5,13.0,14.1,17.2,16.8,9.0,3.0,66.0,45,29,630,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,6,13.0,14.1,17.3,16.9,9.0,3.0,66.0,44,30,630,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,7,13.0,14.1,17.3,16.9,9.0,3.0,66.0,44,30,630,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,8,13.0,14.1,17.3,16.9,9.0,3.0,66.0,43,29,640,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,9,13.0,14.1,17.5,17.1,9.0,3.0,66.0,42,30,640,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,10,13.0,14.1,17.3,16.9,9.0,3.0,66.0,45,30,640,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,11,13.0,14.1,17.5,17.1,9.0,3.0,66.0,42,30,640,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,12,13.0,14.1,17.5,17.1,9.0,3.0,66.0,42,29,640,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,13,13.0,14.1,17.6,17.2,9.0,3.0,66.0,46,30,640,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,14,13.0,14.1,17.6,17.2,9.0,3.0,66.0,45,31,640,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,15,13.0,14.1,17.6,17.2,9.0,3.0,66.0,45,29,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,16,13.0,14.1,17.5,17.1,9.0,3.0,66.0,44,30,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,17,13.0,14.1,17.6,17.2,9.0,3.0,66.0,46,31,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,18,13.0,14.1,17.6,17.2,9.0,3.0,66.0,46,32,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,19,13.0,14.1,17.5,17.0,9.0,3.0,66.0,44,31,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,20,13.0,14.1,17.5,17.1,9.0,3.0,66.0,45,30,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,21,13.0,14.1,17.7,17.3,9.0,3.0,66.0,42,29,650,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,22,13.0,14.1,17.8,17.4,9.0,3.0,66.0,42,29,660,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,23,13.1,14.1,6.4,6.1,9.0,3.0,85.8,46,29,660,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,24,13.0,14.1,17.8,17.3,9.0,3.0,66.0,45,31,660,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,25,13.1,14.1,7.0,5.4,9.0,3.0,85.8,47,30,660,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,26,13.3,14.1,0.5,0.3,9.0,1.0,92.39999999999999,44,31,660,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,27,13.3,14.1,0.5,0.3,9.0,1.0,92.39999999999999,46,31,660,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,28,13.3,14.1,0.5,0.3,9.0,1.0,99.0,42,30,660,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,29,13.3,14.1,0.5,0.3,9.0,1.0,92.39999999999999,46,30,670,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_5,30,13.3,14.1,0.5,0.3,9.0,1.0,99.0,45,30,670,F-06b Battery Over-Temperature / Thermal Runaway Risk
Sample_6,1,12.8,14.1,23.3,22.9,9.5,4.0,59.4,42,26,670,F-04 LED Blinking / Load Oscillation
Sample_6,2,12.8,13.6,17.1,23.1,9.0,4.5,59.4,35,25,680,F-04 LED Blinking / Load Oscillation
Sample_6,3,12.8,13.6,28.8,23.7,9.5,4.5,46.199999999999996,41,22,680,F-04 LED Blinking / Load Oscillation
Sample_6,4,12.8,14.1,24.2,22.2,9.0,5.0,59.4,43,26,680,F-04 LED Blinking / Load Oscillation
Sample_6,5,12.8,13.6,16.5,22.1,9.5,4.5,59.4,35,26,680,F-04 LED Blinking / Load Oscillation
Sample_6,6,12.8,14.1,28.1,21.8,9.5,4.0,46.199999999999996,41,25,670,F-04 LED Blinking / Load Oscillation
Sample_6,7,12.8,14.1,22.4,22.0,9.5,4.0,59.4,42,26,670,F-04 LED Blinking / Load Oscillation
Sample_6,8,12.8,14.1,22.5,22.1,9.0,3.5,59.4,41,26,670,F-04 LED Blinking / Load Oscillation
Sample_6,9,12.8,14.1,22.4,22.0,9.5,4.0,59.4,42,26,670,F-04 LED Blinking / Load Oscillation
Sample_6,10,12.8,14.1,22.7,22.4,9.5,3.5,59.4,41,25,670,F-04 LED Blinking / Load Oscillation
Sample_6,11,12.8,14.1,22.5,22.1,9.0,4.0,59.4,43,26,660,F-04 LED Blinking / Load Oscillation
Sample_6,12,12.8,14.1,22.5,22.1,9.0,3.5,59.4,41,27,660,F-04 LED Blinking / Load Oscillation
Sample_6,13,12.8,14.1,22.5,22.2,9.5,4.0,59.4,41,27,660,F-04 LED Blinking / Load Oscillation
Sample_6,14,12.8,14.1,22.5,22.1,9.5,4.0,59.4,41,26,660,F-04 LED Blinking / Load Oscillation
Sample_6,15,12.8,14.1,22.3,22.0,9.0,4.0,59.4,42,27,660,F-04 LED Blinking / Load Oscillation
Sample_6,16,12.8,14.1,22.0,21.7,9.5,4.0,59.4,43,27,660,F-04 LED Blinking / Load Oscillation
Sample_6,17,12.8,14.1,22.7,22.4,9.0,4.0,59.4,42,27,660,F-04 LED Blinking / Load Oscillation
Sample_6,18,12.8,14.1,22.9,22.6,9.5,4.0,59.4,41,26,660,F-04 LED Blinking / Load Oscillation
Sample_6,19,12.8,14.1,22.5,22.2,9.0,4.5,59.4,40,27,660,F-04 LED Blinking / Load Oscillation
Sample_6,20,12.8,13.6,21.4,21.6,9.5,4.5,59.4,38,26,660,F-04 LED Blinking / Load Oscillation
Sample_6,21,12.8,14.1,23.1,22.2,9.0,3.0,59.4,41,24,660,F-04 LED Blinking / Load Oscillation
Sample_6,22,12.8,14.1,22.5,22.2,9.0,3.0,59.4,44,25,660,F-04 LED Blinking / Load Oscillation
Sample_6,23,12.9,14.1,21.9,21.6,9.0,4.0,59.4,41,28,650,F-04 LED Blinking / Load Oscillation
Sample_6,24,12.8,14.1,21.9,21.6,9.5,3.0,59.4,40,27,650,F-04 LED Blinking / Load Oscillation
Sample_6,25,12.8,14.1,22.1,21.8,9.5,4.0,59.4,40,29,650,F-04 LED Blinking / Load Oscillation
Sample_6,26,12.8,14.1,22.3,22.0,9.5,4.0,59.4,41,28,650,F-04 LED Blinking / Load Oscillation
Sample_6,27,12.8,14.1,22.1,21.8,9.0,4.5,59.4,41,27,650,F-04 LED Blinking / Load Oscillation
Sample_6,28,12.8,14.1,22.1,21.8,9.0,4.0,59.4,42,27,650,F-04 LED Blinking / Load Oscillation
Sample_6,29,12.8,14.1,22.3,22.0,9.0,4.0,59.4,43,26,650,F-04 LED Blinking / Load Oscillation
Sample_6,30,12.8,14.1,22.3,22.0,9.0,4.0,59.4,45,26,650,F-04 LED Blinking / Load Oscillation
Sample_8,1,13.1,14.1,17.4,17.0,9.0,3.0,66.0,43,32,580,F-06a Battery End of Life / Accelerated Degradation
Sample_8,2,13.1,14.1,17.1,16.7,9.0,3.0,66.0,44,31,580,F-06a Battery End of Life / Accelerated Degradation
Sample_8,3,13.1,14.1,17.1,16.7,9.0,3.0,66.0,45,29,580,F-06a Battery End of Life / Accelerated Degradation
Sample_8,4,13.1,14.1,17.2,16.8,9.0,3.0,66.0,45,33,580,F-06a Battery End of Life / Accelerated Degradation
Sample_8,5,13.1,14.1,17.4,17.0,9.0,2.5,66.0,44,32,580,F-06a Battery End of Life / Accelerated Degradation
Sample_8,6,13.1,14.1,17.5,17.0,9.0,2.5,66.0,46,33,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,7,13.1,14.1,17.4,16.9,9.0,3.0,66.0,43,34,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,8,13.1,13.4,13.7,17.6,9.0,3.0,66.0,43,34,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,9,13.0,14.1,22.1,17.3,9.0,3.0,59.4,45,34,600,F-06a Battery End of Life / Accelerated Degradation
Sample_8,10,13.1,14.1,17.1,16.7,9.0,3.5,66.0,46,33,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,11,13.1,14.1,16.9,16.5,9.0,3.5,66.0,46,33,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,12,13.1,14.1,17.2,16.8,9.0,3.0,66.0,45,33,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,13,13.1,14.1,17.3,16.9,9.5,3.5,66.0,47,33,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,14,13.1,14.1,17.7,17.2,9.0,3.0,66.0,44,33,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,15,13.1,14.1,17.4,17.0,9.0,2.5,66.0,44,32,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,16,13.1,14.1,17.1,16.7,9.0,2.5,66.0,44,32,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,17,13.1,14.1,17.3,16.9,9.0,2.5,66.0,45,32,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,18,13.1,14.1,17.3,16.8,9.0,3.0,66.0,47,33,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,19,13.1,14.1,17.6,17.2,9.0,3.0,66.0,44,32,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,20,13.1,14.1,17.5,17.1,9.0,3.0,66.0,45,33,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,21,13.1,14.1,17.4,17.0,9.5,3.0,66.0,45,33,590,F-06a Battery End of Life / Accelerated Degradation
Sample_8,22,13.1,14.1,18.4,18.0,9.0,3.0,66.0,45,35,600,F-06a Battery End of Life / Accelerated Degradation
Sample_8,23,13.1,14.1,17.2,16.8,9.0,3.0,66.0,46,34,600,F-06a Battery End of Life / Accelerated Degradation
Sample_8,24,13.1,14.1,17.2,16.8,9.0,3.0,66.0,47,35,600,F-06a Battery End of Life / Accelerated Degradation
Sample_8,25,13.1,14.1,17.3,16.9,9.0,2.5,66.0,47,35,600,F-06a Battery End of Life / Accelerated Degradation
Sample_8,26,13.1,14.1,17.5,17.0,9.0,3.0,66.0,46,33,600,F-06a Battery End of Life / Accelerated Degradation
Sample_8,27,13.1,14.1,17.5,17.0,9.0,2.5,66.0,44,34,600,F-06a Battery End of Life / Accelerated Degradation
Sample_8,28,13.1,13.4,10.2,17.4,9.0,3.0,66.0,40,34,600,F-06a Battery End of Life / Accelerated Degradation
Sample_8,29,13.0,13.5,6.4,15.9,9.0,3.5,52.8,40,30,620,F-06a Battery End of Life / Accelerated Degradation
Sample_8,30,9.6,9.7,0.0,0.0,0.0,0.0,0.0,33,33,720,F-06a Battery End of Life / Accelerated Degradation
Sample_9,1,12.9,14.1,24.5,23.9,9.5,6.5,52.8,33,20,680,Normal Status
Sample_9,2,12.9,14.1,24.3,23.8,9.5,6.5,52.8,32,21,680,Normal Status
Sample_9,3,12.9,14.1,25.1,24.5,9.5,8.0,52.8,32,23,690,Normal Status
Sample_9,4,12.9,14.1,23.6,23.1,9.0,6.0,59.4,32,21,680,Normal Status
Sample_9,5,12.9,14.1,23.9,23.4,9.5,6.0,52.8,34,20,670,Normal Status
Sample_9,6,12.9,14.1,23.7,23.2,9.5,6.0,52.8,39,19,670,Normal Status
Sample_9,7,12.9,14.1,24.2,22.0,9.5,6.0,52.8,43,20,670,Normal Status
Sample_9,8,13.0,14.1,18.9,18.4,9.0,6.0,66.0,39,24,670,Normal Status
Sample_9,9,12.9,14.1,18.1,19.2,9.5,7.0,66.0,40,24,670,Normal Status
Sample_9,10,12.9,14.1,24.1,23.6,9.5,7.0,52.8,29,23,670,Normal Status
Sample_9,11,12.9,14.1,23.8,23.3,9.5,6.5,52.8,26,20,670,Normal Status
Sample_9,12,12.9,14.1,24.0,23.5,9.5,6.5,52.8,29,20,660,Normal Status
Sample_9,13,12.9,14.1,23.9,23.4,9.5,6.5,52.8,31,20,660,Normal Status
Sample_9,14,12.9,14.1,24.3,23.7,9.5,8.0,52.8,32,21,660,Normal Status
Sample_9,15,12.9,14.1,23.8,23.3,9.5,6.0,52.8,34,21,660,Normal Status
Sample_9,16,12.9,14.1,23.9,22.4,9.0,6.0,59.4,37,22,660,Normal Status
Sample_9,17,12.9,14.1,22.3,21.1,9.0,6.0,59.4,38,21,660,Normal Status
Sample_9,18,13.0,14.1,19.3,18.9,9.5,6.0,66.0,38,21,660,Normal Status
Sample_9,19,12.9,14.1,20.4,19.9,9.0,6.0,59.4,37,22,650,Normal Status
Sample_9,20,12.9,14.1,20.1,19.6,9.0,6.0,59.4,41,22,650,Normal Status
Sample_9,21,12.9,14.1,18.4,18.0,9.0,6.0,66.0,46,24,650,Normal Status
Sample_9,22,13.0,14.1,10.6,11.8,9.0,6.0,79.19999999999999,44,24,650,Normal Status
Sample_9,23,12.9,14.1,20.8,20.5,9.0,6.0,59.4,42,24,650,Normal Status
Sample_9,24,13.0,14.1,19.3,17.2,9.0,6.0,66.0,41,24,650,Normal Status
Sample_9,25,13.0,14.1,12.1,11.8,9.0,6.0,79.19999999999999,37,24,650,Normal Status
Sample_9,26,12.9,14.1,19.1,19.7,9.0,6.0,66.0,34,26,640,Normal Status
Sample_9,27,13.0,14.1,19.1,18.7,9.0,6.0,66.0,36,22,640,Normal Status
Sample_9,28,12.9,14.1,18.6,17.2,9.0,6.0,66.0,38,22,640,Normal Status
Sample_9,29,13.0,14.1,9.4,9.1,9.0,5.5,79.19999999999999,42,25,640,Normal Status
Sample_9,30,13.0,14.1,10.2,9.9,9.0,5.5,79.19999999999999,45,27,640,Normal Status
Sample_10,1,13.0,14.1,24.0,23.5,9.5,6.0,52.8,33,20,690,F-04 LED Blinking / Load Oscillation
Sample_10,2,13.0,14.1,23.8,23.3,9.5,6.0,52.8,33,22,690,F-04 LED Blinking / Load Oscillation
Sample_10,3,13.0,14.1,24.5,24.1,9.5,7.5,52.8,33,23,690,F-04 LED Blinking / Load Oscillation
Sample_10,4,13.0,14.1,23.3,22.8,9.0,5.5,59.4,33,21,690,F-04 LED Blinking / Load Oscillation
Sample_10,5,13.0,14.1,23.3,22.8,9.0,5.5,59.4,34,20,680,F-04 LED Blinking / Load Oscillation
Sample_10,6,13.0,14.1,23.4,23.0,9.0,6.0,59.4,40,20,680,F-04 LED Blinking / Load Oscillation
Sample_10,7,13.0,14.1,23.7,23.2,9.0,6.0,59.4,44,21,680,F-04 LED Blinking / Load Oscillation
Sample_10,8,13.0,14.1,23.7,23.3,9.0,5.5,59.4,40,24,680,F-04 LED Blinking / Load Oscillation
Sample_10,9,13.0,14.1,24.0,23.6,9.5,6.5,52.8,41,25,680,F-04 LED Blinking / Load Oscillation
